ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,VPH_C_ELEC,VPH_INTER,VPH_CEL,VPH_STVP,VPH_PC
17,Morelos,006,Cuautla,0134,Ampliación Gabriel Tepepa,162,50,134,5,25
17,Morelos,006,Cuautla,0135,Ampliación Galeana Sur,44,19,40,13,6
17,Morelos,006,Cuautla,0136,Ampliación Iztaccíhuatl,46,15,42,7,11
17,Morelos,006,Cuautla,0137,Ampliación Iztaccíhuatl,94,17,98,14,6
17,Morelos,006,Cuautla,0139,Campo Nuevo,45,9,44,8,11
17,Morelos,006,Cuautla,0140,Campo Nuevo los Tepetates,123,36,117,14,24
17,Morelos,006,Cuautla,0141,Campo Santa Rosa,18,3,16,2,2
17,Morelos,006,Cuautla,0142,Casasano,6,3,6,4,3
17,Morelos,006,Cuautla,0143,Colonia Ampliación Tepeyac,167,70,152,37,46
17,Morelos,006,Cuautla,0145,Eusebio Jáuregui (La Angostura),107,31,103,19,23
17,Morelos,006,Cuautla,0147,Tierra y Libertad,24,9,22,3,7
17,Morelos,006,Cuautla,0148,Campo San Pedro,*,*,*,*,*
17,Morelos,006,Cuautla,0149,Santa Isabel,32,5,28,12,4
17,Morelos,006,Cuautla,0150,Plan de Ayala,3,0,3,0,1
17,Morelos,006,Cuautla,0151,Colonia Campestre,26,15,25,12,13
17,Morelos,006,Cuautla,0152,Campo el Guaje,46,2,46,7,4
17,Morelos,006,Cuautla,0153,Campo la Colmena,*,*,*,*,*
17,Morelos,006,Cuautla,0154,Campo las Tinajas,*,*,*,*,*
17,Morelos,006,Cuautla,0156,Potrero Ejidal las Lomas,14,2,14,1,2
17,Morelos,006,Cuautla,0157,Niños Héroes,8,0,7,0,0
17,Morelos,006,Cuautla,9998,Localidades de una vivienda,5,1,5,2,0
17,Morelos,006,Cuautla,9999,Localidades de dos viviendas,4,1,4,3,1
17,Morelos,007,Cuernavaca,0000,Total del Municipio,114232,83635,106004,61093,62412
17,Morelos,007,Cuernavaca,0001,Cuernavaca,103612,76815,95992,56449,57462
17,Morelos,007,Cuernavaca,0044,Buenavista del Monte,296,76,217,50,31
17,Morelos,007,Cuernavaca,0051,El Cebadal,30,3,14,2,2
17,Morelos,007,Cuernavaca,0052,Tlachichilpa,8,0,4,0,1
17,Morelos,007,Cuernavaca,0053,El Fresno,*,*,*,*,*
17,Morelos,007,Cuernavaca,0062,La Carpa,16,2,15,1,3
17,Morelos,007,Cuernavaca,0067,El Iterero,*,*,*,*,*
17,Morelos,007,Cuernavaca,0071,El Alambrado,4,2,4,0,2
17,Morelos,007,Cuernavaca,0074,Colonia Rodolfo López de Nava (Los Naranjos),140,88,131,75,58
17,Morelos,007,Cuernavaca,0075,Villa Santiago,921,526,844,446,319
17,Morelos,007,Cuernavaca,0080,Loma de los Amates (Loma de la Lagunilla),227,43,213,61,38
17,Morelos,007,Cuernavaca,0081,Loma del Cerrado,3,0,4,0,0
17,Morelos,007,Cuernavaca,0083,Tepeite,*,*,*,*,*
17,Morelos,007,Cuernavaca,0085,Rancho los Ciruelos,5,1,5,0,0
17,Morelos,007,Cuernavaca,0086,La Unión,424,159,403,91,75
17,Morelos,007,Cuernavaca,0087,Las Minas (Las Minas del Tecolote),22,14,22,13,5
17,Morelos,007,Cuernavaca,0089,Ampliación la Cruz (Ampliación los Ramos),53,18,51,12,18
17,Morelos,007,Cuernavaca,0090,El Bosque,*,*,*,*,*
17,Morelos,007,Cuernavaca,0092,El Cerrito (Cuautenco),34,2,32,1,5
17,Morelos,007,Cuernavaca,0094,Fraccionamiento Universo,689,424,648,277,230
17,Morelos,007,Cuernavaca,0096,Colonia Paraíso,157,95,149,64,71
17,Morelos,007,Cuernavaca,0098,Loma del Cerro,*,*,*,*,*
17,Morelos,007,Cuernavaca,0100,Lomas de Ahuatepec,504,349,474,248,277
17,Morelos,007,Cuernavaca,0101,Los Potreritos,18,7,16,5,4
17,Morelos,007,Cuernavaca,0102,Colonia los Cerritos,437,267,409,175,146
17,Morelos,007,Cuernavaca,0103,Tlaltecuáhuitl,64,38,60,27,24
17,Morelos,007,Cuernavaca,0104,Colonia San Miguel Apatlaco,100,40,92,28,21
17,Morelos,007,Cuernavaca,0105,Colonia Santa Elena de la Cruz,142,66,121,27,32
17,Morelos,007,Cuernavaca,0106,La Cañada,194,141,190,112,110
17,Morelos,007,Cuernavaca,0107,Cerritos de García,255,130,248,104,79
17,Morelos,007,Cuernavaca,0108,Colonia Alarcón,167,98,158,61,56
17,Morelos,007,Cuernavaca,0109,Colonia el Copalito,136,106,130,68,71
17,Morelos,007,Cuernavaca,0111,Colonia San Antonio del Jagüey,54,40,52,31,33
17,Morelos,007,Cuernavaca,0112,Jardines del Edén,73,17,69,8,10
17,Morelos,007,Cuernavaca,0114,Colonia Cuauhtémoc,55,30,53,19,20
17,Morelos,007,Cuernavaca,0115,Los Limones,70,40,64,37,20
17,Morelos,007,Cuernavaca,0118,Colonia Rancho Alegre (Kilómetro 7.5),118,82,112,59,59
17,Morelos,007,Cuernavaca,0119,Santa María,53,22,45,14,10
17,Morelos,007,Cuernavaca,0120,Loma del Tzompantle,51,34,47,18,27
17,Morelos,007,Cuernavaca,0121,Campo el Alambrado,8,3,5,0,1
17,Morelos,007,Cuernavaca,0122,Colonia Jardines de Zoquipa,43,35,40,22,22
17,Morelos,007,Cuernavaca,0123,Colonia Milpillas,378,221,361,117,119
17,Morelos,007,Cuernavaca,0125,Fraccionamiento Lomas de Ahuatlán,3285,2891,3177,1950,2507
17,Morelos,007,Cuernavaca,0126,Lomas de Chamilpa,6,4,6,2,3
17,Morelos,007,Cuernavaca,0127,La Cañada de Chalchihuapan,6,4,7,4,3
17,Morelos,007,Cuernavaca,0128,Entronque de Huitzilac,10,6,10,4,5
17,Morelos,007,Cuernavaca,0129,Nueva Jerusalén,76,39,69,14,22
17,Morelos,007,Cuernavaca,0131,Colonia el Mirador,3,2,3,2,1
17,Morelos,007,Cuernavaca,0133,Colonia las Flores,158,70,152,51,43
17,Morelos,007,Cuernavaca,0134,Colonia Lomas de la Herradura,32,22,31,9,19
17,Morelos,007,Cuernavaca,0135,Colonia los Papayos,218,150,210,95,95
17,Morelos,007,Cuernavaca,0136,Colonia Nueva Santa María,148,68,138,51,37
17,Morelos,007,Cuernavaca,0137,Colonia Ocotitla,32,17,29,9,6
17,Morelos,007,Cuernavaca,0138,Colonia Tenochtitlan,107,21,101,11,16
17,Morelos,007,Cuernavaca,0139,Colonia Unidad Deportiva,340,181,333,96,103
17,Morelos,007,Cuernavaca,0140,Loma de Popotla,6,1,5,1,0
17,Morelos,007,Cuernavaca,0142,Loma del Tilcuate,*,*,*,*,*
17,Morelos,007,Cuernavaca,0143,Los Ailes,25,10,24,3,4
17,Morelos,007,Cuernavaca,0144,Colonia Bosques de la Florida,68,32,64,17,28
17,Morelos,007,Cuernavaca,0145,Colonia México Lindo,55,28,54,15,21
17,Morelos,007,Cuernavaca,0146,Lomas Verdes de Ahuatepec,87,54,86,33,37
17,Morelos,007,Cuernavaca,0147,El Paraíso,4,1,3,3,1
17,Morelos,007,Cuernavaca,9998,Localidades de una vivienda,4,0,4,1,0
17,Morelos,007,Cuernavaca,9999,Localidades de dos viviendas,1,0,4,0,0
17,Morelos,008,Emiliano Zapata,0000,Total del Municipio,30963,19106,28893,13926,12737
17,Morelos,008,Emiliano Zapata,0001,Emiliano Zapata,17887,10158,16625,8096,6519
17,Morelos,008,Emiliano Zapata,0002,Tepetzingo,644,363,540,192,139
17,Morelos,008,Emiliano Zapata,0003,Tetecalita,1170,752,1054,245,266
17,Morelos,008,Emiliano Zapata,0004,Tezoyuca,1665,980,1540,666,669
17,Morelos,008,Emiliano Zapata,0005,Tres de Mayo,6341,4773,5985,3297,3558
17,Morelos,008,Emiliano Zapata,0020,Campo el Capulín (La Presa),*,*,*,*,*
17,Morelos,008,Emiliano Zapata,0031,Palo Escrito (Colonia Benito Juárez),222,191,215,117,154
17,Morelos,008,Emiliano Zapata,0035,Campo Chalma,16,13,17,12,12
17,Morelos,008,Emiliano Zapata,0036,Campo el Órgano,100,40,89,17,17
17,Morelos,008,Emiliano Zapata,0037,1ra. Sección Colonia Villa Morelos,112,68,106,45,50
17,Morelos,008,Emiliano Zapata,0040,Ejido la Bota,*,*,*,*,*
17,Morelos,008,Emiliano Zapata,0042,Loma Bonita (Las Quintas),*,*,*,*,*
17,Morelos,008,Emiliano Zapata,0045,Puente Colorado (Campo la Palma),4,2,5,0,2
17,Morelos,008,Emiliano Zapata,0046,Rancho la Mezquitera,*,*,*,*,*
17,Morelos,008,Emiliano Zapata,0047,Rancho los Corceles,*,*,*,*,*
17,Morelos,008,Emiliano Zapata,0048,La Soledad (El Castillo),*,*,*,*,*
17,Morelos,008,Emiliano Zapata,0050,Crucero Tezoyuca,2221,1512,2165,1031,1154
17,Morelos,008,Emiliano Zapata,0052,Paraje Palo Escrito,3,1,3,0,1
17,Morelos,008,Emiliano Zapata,0054,San José de las Cumbres,31,14,30,11,10
17,Morelos,008,Emiliano Zapata,0055,Loma Bonita,27,11,24,4,5
17,Morelos,008,Emiliano Zapata,0056,Campo el Tomatal,6,2,5,4,2
17,Morelos,008,Emiliano Zapata,0057,Colonia Modesto Rangel,96,21,85,21,15
17,Morelos,008,Emiliano Zapata,0058,Campo la Ventana,7,1,7,2,0
17,Morelos,008,Emiliano Zapata,0060,Colonia el Guante,181,38,171,54,34
17,Morelos,008,Emiliano Zapata,0062,Colonia Ampliación Cuauhtémoc,23,11,21,4,0
17,Morelos,008,Emiliano Zapata,0063,Colonia Guadalupe de las Arenas,48,20,45,14,13
17,Morelos,008,Emiliano Zapata,0065,Campo San Felipe,*,*,*,*,*
17,Morelos,008,Emiliano Zapata,0067,Fraccionamiento Club de Golf Paraíso,136,128,133,89,112
17,Morelos,008,Emiliano Zapata,0069,Tetecalita,11,1,9,2,0
17,Morelos,008,Emiliano Zapata,0071,La Chinita,*,*,*,*,*
17,Morelos,008,Emiliano Zapata,0072,Ojo de Agua,5,1,12,1,2
17,Morelos,008,Emiliano Zapata,9998,Localidades de una vivienda,5,5,5,2,2
17,Morelos,008,Emiliano Zapata,9999,Localidades de dos viviendas,2,0,2,0,1
17,Morelos,009,Huitzilac,0000,Total del Municipio,6604,3036,5932,2049,2042
17,Morelos,009,Huitzilac,0001,Huitzilac,1354,597,1161,335,370
17,Morelos,009,Huitzilac,0002,Fraccionamiento Atlixtac,35,19,34,12,16
17,Morelos,009,Huitzilac,0003,Coajomulco,638,117,576,63,85
17,Morelos,009,Huitzilac,0004,El Crucero,12,10,11,4,5
17,Morelos,009,Huitzilac,0005,Fierro del Toro,50,1,43,29,2
17,Morelos,009,Huitzilac,0006,Guayacahuala,22,17,19,10,15
17,Morelos,009,Huitzilac,0007,Huertas de San Pedro,83,60,81,33,46
17,Morelos,009,Huitzilac,0008,Kilómetro 55,25,19,24,6,12
17,Morelos,009,Huitzilac,0009,María Candelaria,56,44,55,32,35
17,Morelos,009,Huitzilac,0010,Monte Bello,139,94,131,60,67
17,Morelos,009,Huitzilac,0012,Monte Verde,12,9,13,4,7
17,Morelos,009,Huitzilac,0013,Los Pinos (Cuexcontitla),52,22,51,13,19
17,Morelos,009,Huitzilac,0014,Real Montecassino,292,231,280,149,179
17,Morelos,009,Huitzilac,0015,Rincón del Bosque (La Palma),55,37,51,20,21
17,Morelos,009,Huitzilac,0016,San José de la Montaña,51,32,44,20,25
17,Morelos,009,Huitzilac,0017,Tres Marías,1894,820,1674,619,529
17,Morelos,009,Huitzilac,0019,Fraccionamiento Sierra Encantada,186,114,177,77,77
17,Morelos,009,Huitzilac,0020,La Floresta (Ajahuayo),28,22,25,11,15
17,Morelos,009,Huitzilac,0021,El Trece,22,14,21,10,11
17,Morelos,009,Huitzilac,0023,Kilómetro 47 (Entrada al Capulín),24,11,19,15,1
17,Morelos,009,Huitzilac,0024,Cruz Verde (Cuatatapaxco),19,9,19,7,7
17,Morelos,009,Huitzilac,0026,Kilómetro 2.050,28,15,25,9,11
17,Morelos,009,Huitzilac,0027,Tezontlalpa,82,65,74,34,46
17,Morelos,009,Huitzilac,0029,El Mirador de Ayotzingo,*,*,*,*,*
17,Morelos,009,Huitzilac,0031,Kilómetro 54.8 (Columpios de Axoxoco),12,10,11,2,3
17,Morelos,009,Huitzilac,0032,Oca-Lele (Rancho San Francisco),3,0,2,0,0
17,Morelos,009,Huitzilac,0036,Saint Moritz,27,25,25,18,18
17,Morelos,009,Huitzilac,0038,Los Olivos,82,33,74,23,23
17,Morelos,009,Huitzilac,0039,Valle de los Soles (Koapa),16,11,17,7,7
17,Morelos,009,Huitzilac,0041,Tepeca,21,4,20,2,1
17,Morelos,009,Huitzilac,0046,Kilómetro 49,45,8,47,21,8
17,Morelos,009,Huitzilac,0050,Lagunita,20,4,18,3,4
17,Morelos,009,Huitzilac,0052,Monte Rubí (Los Pinos del 62),62,41,62,24,25
17,Morelos,009,Huitzilac,0062,Monte Casino (Piamonte y Ensueño),32,29,31,19,22
17,Morelos,009,Huitzilac,0066,Monte Cristo,46,31,43,20,31
17,Morelos,009,Huitzilac,0071,Vivero Forestal,*,*,*,*,*
17,Morelos,009,Huitzilac,0073,La Aguacatera,9,6,6,6,4
17,Morelos,009,Huitzilac,0074,Ajahuacostla,3,2,3,0,1
17,Morelos,009,Huitzilac,0075,Ajahuayo,46,33,44,13,29
17,Morelos,009,Huitzilac,0076,Alcanfores,17,7,15,6,6
17,Morelos,009,Huitzilac,0077,Barrio de la Cruz,32,17,25,8,11
17,Morelos,009,Huitzilac,0078,Barrio Gualupita,42,26,41,21,16
17,Morelos,009,Huitzilac,0081,Rancho mi Reyna,23,16,20,13,4
17,Morelos,009,Huitzilac,0082,Kilómetro 61,16,11,13,3,5
17,Morelos,009,Huitzilac,0083,La Palma (Kilómetro 60.8),24,16,24,10,15
17,Morelos,009,Huitzilac,0084,Paraje Tezontle,26,10,24,12,8
17,Morelos,009,Huitzilac,0085,Rancho Curiel,3,2,3,2,2
17,Morelos,009,Huitzilac,0086,Rancho los Charcos,8,5,7,2,2
17,Morelos,009,Huitzilac,0087,San Martín Ajahuayo (El Reposo),38,20,34,9,9
17,Morelos,009,Huitzilac,0088,Teochalco (Pueblo Nuevo),53,18,48,11,12
17,Morelos,009,Huitzilac,0089,Tepextitla (El Cerrito),9,1,4,2,1
17,Morelos,009,Huitzilac,0090,Tetecuintla,59,34,46,17,23
17,Morelos,009,Huitzilac,0092,Tlacotepec,57,11,54,17,8
17,Morelos,009,Huitzilac,0093,Villa Lugano,10,7,9,5,5
17,Morelos,009,Huitzilac,0094,Villa Suiza (Coto del Marqués),39,24,37,11,19
17,Morelos,009,Huitzilac,0095,Zacapexco,39,13,34,9,12
17,Morelos,009,Huitzilac,0096,Barrio San José,53,23,48,12,14
17,Morelos,009,Huitzilac,0097,Los Hongos,32,21,26,15,2
17,Morelos,009,Huitzilac,0098,Barrio Tezoyo (El Cuartel),52,28,48,20,12
17,Morelos,009,Huitzilac,0099,Colonia Antonio Segura,31,6,26,5,6
17,Morelos,009,Huitzilac,0100,El Puente Blanco,20,7,14,6,5
17,Morelos,009,Huitzilac,0101,San Rafael (Tepetlixpa),82,26,81,26,22
17,Morelos,009,Huitzilac,0102,Tecaltitla,5,1,4,1,0
17,Morelos,009,Huitzilac,0103,Tepetzala,22,6,20,5,4
17,Morelos,009,Huitzilac,0105,Huayatitla (Ampliación San Bartolo),108,34,105,32,26
17,Morelos,009,Huitzilac,0106,Camino a la Mina,60,8,56,18,6
17,Morelos,009,Huitzilac,0107,Cuacometla,40,17,36,15,7
17,Morelos,009,Huitzilac,0108,Paraje Cuexcontitla,8,1,7,3,1
17,Morelos,009,Huitzilac,0109,Paraje Texahuapan,11,3,10,2,1
17,Morelos,009,Huitzilac,9998,Localidades de una vivienda,*,*,*,*,*
17,Morelos,009,Huitzilac,9999,Localidades de dos viviendas,*,*,*,*,*
17,Morelos,010,Jantetelco,0000,Total del Municipio,5041,1935,4428,1252,1211
17,Morelos,010,Jantetelco,0001,Jantetelco,1422,624,1213,427,418
17,Morelos,010,Jantetelco,0002,Amayuca,1607,557,1424,287,367
17,Morelos,010,Jantetelco,0003,Chalcatzingo,739,342,623,168,163
17,Morelos,010,Jantetelco,0005,San Antonio la Esperanza,81,19,74,42,9
17,Morelos,010,Jantetelco,0006,Tenango (Santa Ana),553,170,470,198,111
17,Morelos,010,Jantetelco,0007,La Laja,*,*,*,*,*
17,Morelos,010,Jantetelco,0013,Campo de las Rentas,31,9,30,1,6
17,Morelos,010,Jantetelco,0016,Fraccionamiento Alondra,5,3,4,1,2
17,Morelos,010,Jantetelco,0017,Colonia Mariano Matamoros (Puente Colorado),16,4,16,5,4
17,Morelos,010,Jantetelco,0018,Azteca [Rancho],3,1,3,3,0
17,Morelos,010,Jantetelco,0019,Nuevo Xochimilco,20,8,20,6,5
17,Morelos,010,Jantetelco,0021,Peñón de los Baños,*,*,*,*,*
17,Morelos,010,Jantetelco,0022,Santa Lucía,84,20,75,20,14
17,Morelos,010,Jantetelco,0023,Serafín Marcial Bonilla,9,2,9,0,2
17,Morelos,010,Jantetelco,0026,La Joya,23,9,23,10,8
17,Morelos,010,Jantetelco,0027,El Ranchito (El Jagüey),3,0,3,0,0
17,Morelos,010,Jantetelco,0028,Ruinas de Chalcatzingo,4,2,3,1,1
17,Morelos,010,Jantetelco,0029,Amilcingo,18,4,17,0,2
17,Morelos,010,Jantetelco,0031,La Normal,12,1,12,2,1
17,Morelos,010,Jantetelco,0032,Campo Amatzongo,22,6,22,4,4
17,Morelos,010,Jantetelco,0033,Campo Chalpa,37,12,33,9,9
17,Morelos,010,Jantetelco,0034,Campo Cupatitlan,5,0,4,0,0
17,Morelos,010,Jantetelco,0035,Campo de los Mezquites,11,0,8,2,1
17,Morelos,010,Jantetelco,0036,Campo el Amate,8,4,8,2,3
17,Morelos,010,Jantetelco,0037,Colonia los Amates,66,14,64,25,11
17,Morelos,010,Jantetelco,0038,Caseta de Inspección Sanitaria,5,1,4,2,1
17,Morelos,010,Jantetelco,0039,Chalpa (El Puente),6,3,6,2,2
17,Morelos,010,Jantetelco,0041,Colonia Emiliano Zapata (La Granja),12,1,10,3,0
17,Morelos,010,Jantetelco,0042,Colonia Manuel Alarcón,14,3,11,2,3
17,Morelos,010,Jantetelco,0043,Rancho la Huerta,*,*,*,*,*
17,Morelos,010,Jantetelco,0044,Los Bordos,10,6,9,2,1
17,Morelos,010,Jantetelco,0045,El Granadillo,*,*,*,*,*
17,Morelos,010,Jantetelco,0047,La Renta,87,48,85,10,32
17,Morelos,010,Jantetelco,0048,San Martín,5,5,5,0,0
17,Morelos,010,Jantetelco,0049,La Y,34,23,34,6,5
17,Morelos,010,Jantetelco,0050,Zull Ayot,13,5,13,5,5
17,Morelos,010,Jantetelco,0051,Colonia Cuatro Caminos,54,19,52,6,18
17,Morelos,010,Jantetelco,0052,El Rastro,4,0,3,0,1
17,Morelos,010,Jantetelco,0053,Corral Grande (Rancho el Coral),10,7,10,1,2
17,Morelos,010,Jantetelco,0054,Huamuchilito,*,*,*,*,*
17,Morelos,010,Jantetelco,0055,El Chumil,*,*,*,*,*
17,Morelos,010,Jantetelco,0056,La Nopalera,0,0,20,0,0
17,Morelos,010,Jantetelco,9998,Localidades de una vivienda,3,2,3,0,0
17,Morelos,010,Jantetelco,9999,Localidades de dos viviendas,5,1,5,0,0
17,Morelos,011,Jiutepec,0000,Total del Municipio,61292,41139,56715,28127,27896
17,Morelos,011,Jiutepec,0001,Jiutepec,50100,34867,46461,24367,23997
17,Morelos,011,Jiutepec,0004,Calera Chica,1721,892,1534,749,536
17,Morelos,011,Jiutepec,0005,Cliserio Alanís (San Gaspar),738,397,676,203,232
17,Morelos,011,Jiutepec,0009,Progreso,4621,2811,4302,1618,1843
17,Morelos,011,Jiutepec,0028,Independencia,2100,1100,1862,666,603
17,Morelos,011,Jiutepec,0034,Fraccionamiento Club de Golf Hacienda San Gaspar,80,69,80,46,53
17,Morelos,011,Jiutepec,0037,Colonia el Naranjo,362,228,331,123,153
17,Morelos,011,Jiutepec,0039,San Francisco del Rincón,43,18,38,5,11
17,Morelos,011,Jiutepec,0051,Ampliación las Fuentes,240,145,225,77,93
17,Morelos,011,Jiutepec,0054,Colonia Agua Fría,20,14,18,12,9
17,Morelos,011,Jiutepec,0066,Rancho Paraíso,139,69,134,26,36
17,Morelos,011,Jiutepec,0068,Colonia Josefa Ortiz de Domínguez,154,67,150,25,27
17,Morelos,011,Jiutepec,0069,Colonia Loma Bonita,106,23,96,12,13
17,Morelos,011,Jiutepec,0070,Colonia Toma de la Rueda,10,5,10,2,2
17,Morelos,011,Jiutepec,0072,Colonia Luis Donaldo Colosio,32,9,25,1,4
17,Morelos,011,Jiutepec,0074,Ampliación López Portillo,55,22,52,9,12
17,Morelos,011,Jiutepec,0076,Ejido de Cazahuatal,290,162,272,75,106
17,Morelos,011,Jiutepec,0077,Francisco Villa,45,16,44,8,8
17,Morelos,011,Jiutepec,0078,Lomas de Chapultepec,49,16,45,6,9
17,Morelos,011,Jiutepec,0079,Campo Morado,136,87,126,41,60
17,Morelos,011,Jiutepec,0080,Fraccionamiento el Paraje (Kilómetro 14),8,5,8,3,5
17,Morelos,011,Jiutepec,0083,Ampliación Chapultepec,32,10,27,4,5
17,Morelos,011,Jiutepec,0084,Cerro de la Corona,53,17,50,8,7
17,Morelos,011,Jiutepec,0085,Lomas del Texcal,116,63,110,31,55
17,Morelos,011,Jiutepec,0086,La Quebradora,6,0,6,0,0
17,Morelos,011,Jiutepec,0087,Valle Verde,36,27,33,10,17
17,Morelos,012,Jojutla,0000,Total del Municipio,16836,9257,14962,8173,5651
17,Morelos,012,Jojutla,0001,Jojutla,5214,3355,4630,2941,2200
17,Morelos,012,Jojutla,0002,Chisco,151,19,117,41,14
17,Morelos,012,Jojutla,0004,Higuerón,1432,703,1222,597,341
17,Morelos,012,Jojutla,0005,Jicarero,400,192,348,172,126
17,Morelos,012,Jojutla,0006,Nicolás Bravo,167,96,143,100,51
17,Morelos,012,Jojutla,0008,Pedro Amaro,1591,657,1407,623,281
17,Morelos,012,Jojutla,0009,Río Seco,74,14,59,15,3
17,Morelos,012,Jojutla,0011,Tehuixtla,1911,843,1630,884,441
17,Morelos,012,Jojutla,0012,Tequesquitengo,961,464,843,400,281
17,Morelos,012,Jojutla,0013,Tlatenchi,1656,1032,1495,856,571
17,Morelos,012,Jojutla,0014,Vicente Aranda (San Rafael),102,18,71,21,8
17,Morelos,012,Jojutla,0018,Unidad Habitacional José María Morelos y Pavón,1027,748,955,687,547
17,Morelos,012,Jojutla,0019,Bonanza,64,44,63,25,30
17,Morelos,012,Jojutla,0020,Colonia Buenos Aires,303,214,290,155,186
17,Morelos,012,Jojutla,0022,Hornos Cuates,81,22,77,21,20
17,Morelos,012,Jojutla,0023,La Peña,10,4,8,2,4
17,Morelos,012,Jojutla,0027,Arenales (Colonia Loma Bonita),*,*,*,*,*
17,Morelos,012,Jojutla,0029,Las Fincas de Tequesquitengo,10,7,10,7,7
17,Morelos,012,Jojutla,0030,Loma de Oro,*,*,*,*,*
17,Morelos,012,Jojutla,0032,Unidad Habitacional Independencia,4,1,4,0,2
17,Morelos,012,Jojutla,0033,Tenerías,6,0,6,1,2
17,Morelos,012,Jojutla,0036,Los Pilares,106,85,102,49,60
17,Morelos,012,Jojutla,0037,Colonia Álamos (La Frontera),130,91,123,66,72
17,Morelos,012,Jojutla,0039,Campo San Pablo,50,25,46,19,15
17,Morelos,012,Jojutla,0046,El Tular [Bodega de Fertilizantes],*,*,*,*,*
17,Morelos,012,Jojutla,0047,Campo Nexpa,22,14,22,12,6
17,Morelos,012,Jojutla,0052,Rancho la Joya (La Joya del Panteón),*,*,*,*,*
17,Morelos,012,Jojutla,0053,Rancho de Armando Ramírez,6,4,6,1,1
17,Morelos,012,Jojutla,0062,Agua del Coyote,9,0,6,4,0
17,Morelos,012,Jojutla,0063,Ampliación Nicolás Bravo,265,161,247,99,77
17,Morelos,012,Jojutla,0066,La Azuchilera,35,8,33,11,4
17,Morelos,012,Jojutla,0067,El Paraíso [Balneario],16,8,16,9,6
17,Morelos,012,Jojutla,0068,Barranca del Muerto,*,*,*,*,*
17,Morelos,012,Jojutla,0069,La Bomba (Barranca Panchomas),0,0,0,0,0
17,Morelos,012,Jojutla,0070,Las Brasileras,28,0,15,0,0
17,Morelos,012,Jojutla,0071,Campo las Camarillas,*,*,*,*,*
17,Morelos,012,Jojutla,0072,Campo el Fabián,12,1,12,2,1
17,Morelos,012,Jojutla,0073,Campo la Purísima,7,4,7,2,3
17,Morelos,012,Jojutla,0075,Ampliación Vicente Guerrero,86,55,86,36,60
17,Morelos,012,Jojutla,0076,La Catalana,5,0,3,0,0
17,Morelos,012,Jojutla,0078,Colonia la Azuchilera,18,9,18,7,5
17,Morelos,012,Jojutla,0079,Colonia Guadalupe,17,6,14,6,1
17,Morelos,012,Jojutla,0080,Los Estanques (Campo Torres Burgos),*,*,*,*,*
17,Morelos,012,Jojutla,0082,Frente a la Tranca Campo San Pablo,6,5,6,5,2
17,Morelos,012,Jojutla,0083,Avícola Fresco Pollo,3,0,1,0,0
17,Morelos,012,Jojutla,0085,Los Guayabitos,*,*,*,*,*
17,Morelos,012,Jojutla,0087,Los Lagartos,64,38,62,32,41
17,Morelos,012,Jojutla,0088,Loma del Coyote,*,*,*,*,*
17,Morelos,012,Jojutla,0089,Programa Morelense de Floricultura,*,*,*,*,*
17,Morelos,012,Jojutla,0090,Brasilera Chica,31,1,28,0,0
17,Morelos,012,Jojutla,0091,Rancho los Arenales,*,*,*,*,*
17,Morelos,012,Jojutla,0092,Rancho Juan Ibáñez,3,0,2,0,0
17,Morelos,012,Jojutla,0093,Las Sidras,*,*,*,*,*
17,Morelos,012,Jojutla,0096,Campo Higuerón Nuevo,13,7,11,8,1
17,Morelos,012,Jojutla,0098,3ra. Ampliación Lázaro Cárdenas,*,*,*,*,*
17,Morelos,012,Jojutla,0099,Huajes,*,*,*,*,*
17,Morelos,012,Jojutla,0100,La Joya (Ojo de Agua),6,3,6,4,0
17,Morelos,012,Jojutla,0101,Colonia Ricardo Soto,20,9,19,5,3
17,Morelos,012,Jojutla,0102,Unidad Habitacional los Venados I y II,303,115,298,99,63
17,Morelos,012,Jojutla,0104,Bomba de las Camarillas,*,*,*,*,*
17,Morelos,012,Jojutla,0106,Colonia Ampliación Santa María,151,45,142,30,29
17,Morelos,012,Jojutla,0109,Ampliación Lázaro Cárdenas (El Molino),40,13,40,9,4
17,Morelos,012,Jojutla,0110,Ampliación Pedro Amaro,23,14,22,12,4
17,Morelos,012,Jojutla,0112,Campo Jojutla,3,0,3,1,0
17,Morelos,012,Jojutla,0113,Ninguno [Centro Recreativo Ecológico],3,2,3,1,1
17,Morelos,012,Jojutla,0115,Bella Vista,36,8,36,7,5
17,Morelos,012,Jojutla,0116,Colonia Loma Bonita,19,7,18,6,2
17,Morelos,012,Jojutla,0117,Colonia los Naranjos,*,*,*,*,*
17,Morelos,012,Jojutla,0119,La Mesa de los Indios,8,2,7,4,1
17,Morelos,012,Jojutla,0121,Campo Teocalcingo,11,8,10,8,4
17,Morelos,012,Jojutla,0122,Colonia Ampliación el Paraíso,15,12,15,9,10
17,Morelos,012,Jojutla,0123,Fraccionamiento el Proa,4,3,4,1,3
17,Morelos,012,Jojutla,0124,Villas Teques,46,37,45,38,34
17,Morelos,012,Jojutla,0125,Constitución del 57,39,21,36,22,16
17,Morelos,012,Jojutla,9998,Localidades de una vivienda,8,2,11,1,2
17,Morelos,012,Jojutla,9999,Localidades de dos viviendas,5,1,3,0,0
